,rating,comment,no_contract,rating_description_str,tokenized,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
23,"['result-rating', 'four']","It's hard to find 24 hour American restaurant in Los Angeles. Especially around Koreatown. When I feel like grabbing good old American style meal,â€¦","['it is', 'hard', 'to', 'find', '24', 'hour', 'American', 'restaurant', 'in', 'Los', 'Angeles.', 'Especially', 'around', 'Koreatown.', 'When', 'I', 'feel', 'like', 'grabbing', 'good', 'old', 'American', 'style', 'meal,â€¦']","it is hard to find 24 hour American restaurant in Los Angeles. Especially around Koreatown. When I feel like grabbing good old American style meal,â€¦","['it', 'is', 'hard', 'to', 'find', '24', 'hour', 'American', 'restaurant', 'in', 'Los', 'Angeles', '.', 'Especially', 'around', 'Koreatown', '.', 'When', 'I', 'feel', 'like', 'grabbing', 'good', 'old', 'American', 'style', 'meal', ',', 'â€¦']","['it', 'is', 'hard', 'to', 'find', '24', 'hour', 'american', 'restaurant', 'in', 'los', 'angeles', '.', 'especially', 'around', 'koreatown', '.', 'when', 'i', 'feel', 'like', 'grabbing', 'good', 'old', 'american', 'style', 'meal', ',', 'â€¦']","['it', 'is', 'hard', 'to', 'find', '24', 'hour', 'american', 'restaurant', 'in', 'los', 'angeles', 'especially', 'around', 'koreatown', 'when', 'i', 'feel', 'like', 'grabbing', 'good', 'old', 'american', 'style', 'meal', 'â€¦']","['hard', 'find', '24', 'hour', 'american', 'restaurant', 'los', 'angeles', 'especially', 'around', 'koreatown', 'feel', 'like', 'grabbing', 'good', 'old', 'american', 'style', 'meal', 'â€¦']","[('hard', 'JJ'), ('find', 'VBP'), ('24', 'CD'), ('hour', 'NN'), ('american', 'JJ'), ('restaurant', 'NN'), ('los', 'NN'), ('angeles', 'NNS'), ('especially', 'RB'), ('around', 'IN'), ('koreatown', 'JJ'), ('feel', 'NN'), ('like', 'IN'), ('grabbing', 'VBG'), ('good', 'JJ'), ('old', 'JJ'), ('american', 'JJ'), ('style', 'NN'), ('meal', 'NN'), ('â€¦', 'NN')]","[('hard', 'a'), ('find', 'v'), ('24', 'n'), ('hour', 'n'), ('american', 'a'), ('restaurant', 'n'), ('los', 'n'), ('angeles', 'n'), ('especially', 'r'), ('around', 'n'), ('koreatown', 'a'), ('feel', 'n'), ('like', 'n'), ('grabbing', 'v'), ('good', 'a'), ('old', 'a'), ('american', 'a'), ('style', 'n'), ('meal', 'n'), ('â€¦', 'n')]","['hard', 'find', '24', 'hour', 'american', 'restaurant', 'los', 'angeles', 'especially', 'around', 'koreatown', 'feel', 'like', 'grab', 'good', 'old', 'american', 'style', 'meal', 'â€¦']"
24,"['result-rating', 'four', 'half']",Been going there over 20 years great then great now golden dinner is my favoriteSushi is the best go early dont have to wait plenty of free parkingâ€¦,"['Been', 'going', 'there', 'over', '20', 'years', 'great', 'then', 'great', 'now', 'golden', 'dinner', 'is', 'my', 'favoriteSushi', 'is', 'the', 'best', 'go', 'early', 'do not', 'have', 'to', 'wait', 'plenty', 'of', 'free', 'parkingâ€¦']",Been going there over 20 years great then great now golden dinner is my favoriteSushi is the best go early do not have to wait plenty of free parkingâ€¦,"['Been', 'going', 'there', 'over', '20', 'years', 'great', 'then', 'great', 'now', 'golden', 'dinner', 'is', 'my', 'favoriteSushi', 'is', 'the', 'best', 'go', 'early', 'do', 'not', 'have', 'to', 'wait', 'plenty', 'of', 'free', 'parkingâ€¦']","['been', 'going', 'there', 'over', '20', 'years', 'great', 'then', 'great', 'now', 'golden', 'dinner', 'is', 'my', 'favoritesushi', 'is', 'the', 'best', 'go', 'early', 'do', 'not', 'have', 'to', 'wait', 'plenty', 'of', 'free', 'parkingâ€¦']","['been', 'going', 'there', 'over', '20', 'years', 'great', 'then', 'great', 'now', 'golden', 'dinner', 'is', 'my', 'favoritesushi', 'is', 'the', 'best', 'go', 'early', 'do', 'not', 'have', 'to', 'wait', 'plenty', 'of', 'free', 'parkingâ€¦']","['going', '20', 'years', 'great', 'great', 'golden', 'dinner', 'favoritesushi', 'best', 'go', 'early', 'wait', 'plenty', 'free', 'parkingâ€¦']","[('going', 'VBG'), ('20', 'CD'), ('years', 'NNS'), ('great', 'JJ'), ('great', 'JJ'), ('golden', 'JJ'), ('dinner', 'NN'), ('favoritesushi', 'NN'), ('best', 'RBS'), ('go', 'VBP'), ('early', 'JJ'), ('wait', 'NN'), ('plenty', 'NN'), ('free', 'JJ'), ('parkingâ€¦', 'NN')]","[('going', 'v'), ('20', 'n'), ('years', 'n'), ('great', 'a'), ('great', 'a'), ('golden', 'a'), ('dinner', 'n'), ('favoritesushi', 'n'), ('best', 'r'), ('go', 'v'), ('early', 'a'), ('wait', 'n'), ('plenty', 'n'), ('free', 'a'), ('parkingâ€¦', 'n')]","['go', '20', 'year', 'great', 'great', 'golden', 'dinner', 'favoritesushi', 'best', 'go', 'early', 'wait', 'plenty', 'free', 'parkingâ€¦']"
25,"['result-rating', 'two', 'half']",the place is better here. As usual I love their food and their staffs are really hospitable and kind.,"['the', 'place', 'is', 'better', 'here.', 'As', 'usual', 'I', 'love', 'their', 'food', 'and', 'their', 'staffs', 'are', 'really', 'hospitable', 'and', 'kind.']",the place is better here. As usual I love their food and their staffs are really hospitable and kind.,"['the', 'place', 'is', 'better', 'here', '.', 'As', 'usual', 'I', 'love', 'their', 'food', 'and', 'their', 'staffs', 'are', 'really', 'hospitable', 'and', 'kind', '.']","['the', 'place', 'is', 'better', 'here', '.', 'as', 'usual', 'i', 'love', 'their', 'food', 'and', 'their', 'staffs', 'are', 'really', 'hospitable', 'and', 'kind', '.']","['the', 'place', 'is', 'better', 'here', 'as', 'usual', 'i', 'love', 'their', 'food', 'and', 'their', 'staffs', 'are', 'really', 'hospitable', 'and', 'kind']","['place', 'better', 'usual', 'love', 'food', 'staffs', 'really', 'hospitable', 'kind']","[('place', 'NN'), ('better', 'RBR'), ('usual', 'JJ'), ('love', 'NN'), ('food', 'NN'), ('staffs', 'NNS'), ('really', 'RB'), ('hospitable', 'JJ'), ('kind', 'NN')]","[('place', 'n'), ('better', 'r'), ('usual', 'a'), ('love', 'n'), ('food', 'n'), ('staffs', 'n'), ('really', 'r'), ('hospitable', 'a'), ('kind', 'n')]","['place', 'well', 'usual', 'love', 'food', 'staff', 'really', 'hospitable', 'kind']"
26,"['result-rating', 'three', 'half']","Had a wonderful time, great service from everyone including the manager who helped us get a table for a large party last minute, and the chef whoâ€¦","['Had', 'a', 'wonderful', 'time,', 'great', 'service', 'from', 'everyone', 'including', 'the', 'manager', 'who', 'helped', 'us', 'get', 'a', 'table', 'for', 'a', 'large', 'party', 'last', 'minute,', 'and', 'the', 'chef', 'whoâ€¦']","Had a wonderful time, great service from everyone including the manager who helped us get a table for a large party last minute, and the chef whoâ€¦","['Had', 'a', 'wonderful', 'time', ',', 'great', 'service', 'from', 'everyone', 'including', 'the', 'manager', 'who', 'helped', 'us', 'get', 'a', 'table', 'for', 'a', 'large', 'party', 'last', 'minute', ',', 'and', 'the', 'chef', 'whoâ€¦']","['had', 'a', 'wonderful', 'time', ',', 'great', 'service', 'from', 'everyone', 'including', 'the', 'manager', 'who', 'helped', 'us', 'get', 'a', 'table', 'for', 'a', 'large', 'party', 'last', 'minute', ',', 'and', 'the', 'chef', 'whoâ€¦']","['had', 'a', 'wonderful', 'time', 'great', 'service', 'from', 'everyone', 'including', 'the', 'manager', 'who', 'helped', 'us', 'get', 'a', 'table', 'for', 'a', 'large', 'party', 'last', 'minute', 'and', 'the', 'chef', 'whoâ€¦']","['wonderful', 'time', 'great', 'service', 'everyone', 'including', 'manager', 'helped', 'us', 'get', 'table', 'large', 'party', 'last', 'minute', 'chef', 'whoâ€¦']","[('wonderful', 'JJ'), ('time', 'NN'), ('great', 'JJ'), ('service', 'NN'), ('everyone', 'NN'), ('including', 'VBG'), ('manager', 'NN'), ('helped', 'VBD'), ('us', 'PRP'), ('get', 'VB'), ('table', 'JJ'), ('large', 'JJ'), ('party', 'NN'), ('last', 'JJ'), ('minute', 'NN'), ('chef', 'NN'), ('whoâ€¦', 'NN')]","[('wonderful', 'a'), ('time', 'n'), ('great', 'a'), ('service', 'n'), ('everyone', 'n'), ('including', 'v'), ('manager', 'n'), ('helped', 'v'), ('us', 'n'), ('get', 'v'), ('table', 'a'), ('large', 'a'), ('party', 'n'), ('last', 'a'), ('minute', 'n'), ('chef', 'n'), ('whoâ€¦', 'n')]","['wonderful', 'time', 'great', 'service', 'everyone', 'include', 'manager', 'help', 'u', 'get', 'table', 'large', 'party', 'last', 'minute', 'chef', 'whoâ€¦']"
27,"['result-rating', 'four']","Good tasty food but a bit over priced. If they lowered everything on the menu by 2 bucks, that would be on par.","['Good', 'tasty', 'food', 'but', 'a', 'bit', 'over', 'priced.', 'If', 'they', 'lowered', 'everything', 'on', 'the', 'menu', 'by', '2', 'bucks,', 'that', 'would', 'be', 'on', 'par.']","Good tasty food but a bit over priced. If they lowered everything on the menu by 2 bucks, that would be on par.","['Good', 'tasty', 'food', 'but', 'a', 'bit', 'over', 'priced', '.', 'If', 'they', 'lowered', 'everything', 'on', 'the', 'menu', 'by', '2', 'bucks', ',', 'that', 'would', 'be', 'on', 'par', '.']","['good', 'tasty', 'food', 'but', 'a', 'bit', 'over', 'priced', '.', 'if', 'they', 'lowered', 'everything', 'on', 'the', 'menu', 'by', '2', 'bucks', ',', 'that', 'would', 'be', 'on', 'par', '.']","['good', 'tasty', 'food', 'but', 'a', 'bit', 'over', 'priced', 'if', 'they', 'lowered', 'everything', 'on', 'the', 'menu', 'by', '2', 'bucks', 'that', 'would', 'be', 'on', 'par']","['good', 'tasty', 'food', 'bit', 'priced', 'lowered', 'everything', 'menu', '2', 'bucks', 'would', 'par']","[('good', 'JJ'), ('tasty', 'NN'), ('food', 'NN'), ('bit', 'NN'), ('priced', 'VBN'), ('lowered', 'VBD'), ('everything', 'NN'), ('menu', 'NN'), ('2', 'CD'), ('bucks', 'NNS'), ('would', 'MD'), ('par', 'VB')]","[('good', 'a'), ('tasty', 'n'), ('food', 'n'), ('bit', 'n'), ('priced', 'v'), ('lowered', 'v'), ('everything', 'n'), ('menu', 'n'), ('2', 'n'), ('bucks', 'n'), ('would', 'n'), ('par', 'v')]","['good', 'tasty', 'food', 'bit', 'price', 'lower', 'everything', 'menu', '2', 'buck', 'would', 'par']"
28,"['result-rating', 'four', 'half']",Nice place. Food was delicious and the stuff very friendly! I loved the place and I will come back If I have the chance,"['Nice', 'place.', 'Food', 'was', 'delicious', 'and', 'the', 'stuff', 'very', 'friendly!', 'I', 'loved', 'the', 'place', 'and', 'I', 'will', 'come', 'back', 'If', 'I', 'have', 'the', 'chance']",Nice place. Food was delicious and the stuff very friendly! I loved the place and I will come back If I have the chance,"['Nice', 'place', '.', 'Food', 'was', 'delicious', 'and', 'the', 'stuff', 'very', 'friendly', '!', 'I', 'loved', 'the', 'place', 'and', 'I', 'will', 'come', 'back', 'If', 'I', 'have', 'the', 'chance']","['nice', 'place', '.', 'food', 'was', 'delicious', 'and', 'the', 'stuff', 'very', 'friendly', '!', 'i', 'loved', 'the', 'place', 'and', 'i', 'will', 'come', 'back', 'if', 'i', 'have', 'the', 'chance']","['nice', 'place', 'food', 'was', 'delicious', 'and', 'the', 'stuff', 'very', 'friendly', 'i', 'loved', 'the', 'place', 'and', 'i', 'will', 'come', 'back', 'if', 'i', 'have', 'the', 'chance']","['nice', 'place', 'food', 'delicious', 'stuff', 'friendly', 'loved', 'place', 'come', 'back', 'chance']","[('nice', 'JJ'), ('place', 'NN'), ('food', 'NN'), ('delicious', 'JJ'), ('stuff', 'NN'), ('friendly', 'RB'), ('loved', 'VBD'), ('place', 'NN'), ('come', 'VB'), ('back', 'RB'), ('chance', 'NN')]","[('nice', 'a'), ('place', 'n'), ('food', 'n'), ('delicious', 'a'), ('stuff', 'n'), ('friendly', 'r'), ('loved', 'v'), ('place', 'n'), ('come', 'v'), ('back', 'r'), ('chance', 'n')]","['nice', 'place', 'food', 'delicious', 'stuff', 'friendly', 'love', 'place', 'come', 'back', 'chance']"
29,"['result-rating', 'four']","It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness...","['It', 'was', 'the', 'best', 'of', 'times,', 'it', 'was', 'the', 'worst', 'of', 'times,', 'it', 'was', 'the', 'age', 'of', 'wisdom,', 'it', 'was', 'the', 'age', 'of', 'foolishness...']","It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness...","['It', 'was', 'the', 'best', 'of', 'times', ',', 'it', 'was', 'the', 'worst', 'of', 'times', ',', 'it', 'was', 'the', 'age', 'of', 'wisdom', ',', 'it', 'was', 'the', 'age', 'of', 'foolishness', '...']","['it', 'was', 'the', 'best', 'of', 'times', ',', 'it', 'was', 'the', 'worst', 'of', 'times', ',', 'it', 'was', 'the', 'age', 'of', 'wisdom', ',', 'it', 'was', 'the', 'age', 'of', 'foolishness', '...']","['it', 'was', 'the', 'best', 'of', 'times', 'it', 'was', 'the', 'worst', 'of', 'times', 'it', 'was', 'the', 'age', 'of', 'wisdom', 'it', 'was', 'the', 'age', 'of', 'foolishness', '...']","['best', 'times', 'worst', 'times', 'age', 'wisdom', 'age', 'foolishness', '...']","[('best', 'RBS'), ('times', 'NNS'), ('worst', 'RB'), ('times', 'NNS'), ('age', 'NN'), ('wisdom', 'NN'), ('age', 'NN'), ('foolishness', 'NN'), ('...', ':')]","[('best', 'r'), ('times', 'n'), ('worst', 'r'), ('times', 'n'), ('age', 'n'), ('wisdom', 'n'), ('age', 'n'), ('foolishness', 'n'), ('...', 'n')]","['best', 'time', 'worst', 'time', 'age', 'wisdom', 'age', 'foolishness', '...']"
30,"['result-rating', 'four', 'half']",Me and my buddies had a high-quality time right here! The food changed into excellent and service was high exceptional.,"['Me', 'and', 'my', 'buddies', 'had', 'a', 'high-quality', 'time', 'right', 'here!', 'The', 'food', 'changed', 'into', 'excellent', 'and', 'service', 'was', 'high', 'exceptional.']",Me and my buddies had a high-quality time right here! The food changed into excellent and service was high exceptional.,"['Me', 'and', 'my', 'buddies', 'had', 'a', 'high-quality', 'time', 'right', 'here', '!', 'The', 'food', 'changed', 'into', 'excellent', 'and', 'service', 'was', 'high', 'exceptional', '.']","['me', 'and', 'my', 'buddies', 'had', 'a', 'high-quality', 'time', 'right', 'here', '!', 'the', 'food', 'changed', 'into', 'excellent', 'and', 'service', 'was', 'high', 'exceptional', '.']","['me', 'and', 'my', 'buddies', 'had', 'a', 'high-quality', 'time', 'right', 'here', 'the', 'food', 'changed', 'into', 'excellent', 'and', 'service', 'was', 'high', 'exceptional']","['buddies', 'high-quality', 'time', 'right', 'food', 'changed', 'excellent', 'service', 'high', 'exceptional']","[('buddies', 'NNS'), ('high-quality', 'JJ'), ('time', 'NN'), ('right', 'JJ'), ('food', 'NN'), ('changed', 'VBD'), ('excellent', 'JJ'), ('service', 'NN'), ('high', 'JJ'), ('exceptional', 'NN')]","[('buddies', 'n'), ('high-quality', 'a'), ('time', 'n'), ('right', 'a'), ('food', 'n'), ('changed', 'v'), ('excellent', 'a'), ('service', 'n'), ('high', 'a'), ('exceptional', 'n')]","['buddy', 'high-quality', 'time', 'right', 'food', 'change', 'excellent', 'service', 'high', 'exceptional']"
31,"['result-rating', 'four', 'half']","It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness...","['It', 'was', 'the', 'best', 'of', 'times,', 'it', 'was', 'the', 'worst', 'of', 'times,', 'it', 'was', 'the', 'age', 'of', 'wisdom,', 'it', 'was', 'the', 'age', 'of', 'foolishness...']","It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness...","['It', 'was', 'the', 'best', 'of', 'times', ',', 'it', 'was', 'the', 'worst', 'of', 'times', ',', 'it', 'was', 'the', 'age', 'of', 'wisdom', ',', 'it', 'was', 'the', 'age', 'of', 'foolishness', '...']","['it', 'was', 'the', 'best', 'of', 'times', ',', 'it', 'was', 'the', 'worst', 'of', 'times', ',', 'it', 'was', 'the', 'age', 'of', 'wisdom', ',', 'it', 'was', 'the', 'age', 'of', 'foolishness', '...']","['it', 'was', 'the', 'best', 'of', 'times', 'it', 'was', 'the', 'worst', 'of', 'times', 'it', 'was', 'the', 'age', 'of', 'wisdom', 'it', 'was', 'the', 'age', 'of', 'foolishness', '...']","['best', 'times', 'worst', 'times', 'age', 'wisdom', 'age', 'foolishness', '...']","[('best', 'RBS'), ('times', 'NNS'), ('worst', 'RB'), ('times', 'NNS'), ('age', 'NN'), ('wisdom', 'NN'), ('age', 'NN'), ('foolishness', 'NN'), ('...', ':')]","[('best', 'r'), ('times', 'n'), ('worst', 'r'), ('times', 'n'), ('age', 'n'), ('wisdom', 'n'), ('age', 'n'), ('foolishness', 'n'), ('...', 'n')]","['best', 'time', 'worst', 'time', 'age', 'wisdom', 'age', 'foolishness', '...']"
32,"['result-rating', 'four', 'half']",The staff were very welcoming and friendly. The traditional Middle Eastern cuisine was excellent. I strongly recommend.,"['The', 'staff', 'were', 'very', 'welcoming', 'and', 'friendly.', 'The', 'traditional', 'Middle', 'Eastern', 'cuisine', 'was', 'excellent.', 'I', 'strongly', 'recommend.']",The staff were very welcoming and friendly. The traditional Middle Eastern cuisine was excellent. I strongly recommend.,"['The', 'staff', 'were', 'very', 'welcoming', 'and', 'friendly', '.', 'The', 'traditional', 'Middle', 'Eastern', 'cuisine', 'was', 'excellent', '.', 'I', 'strongly', 'recommend', '.']","['the', 'staff', 'were', 'very', 'welcoming', 'and', 'friendly', '.', 'the', 'traditional', 'middle', 'eastern', 'cuisine', 'was', 'excellent', '.', 'i', 'strongly', 'recommend', '.']","['the', 'staff', 'were', 'very', 'welcoming', 'and', 'friendly', 'the', 'traditional', 'middle', 'eastern', 'cuisine', 'was', 'excellent', 'i', 'strongly', 'recommend']","['staff', 'welcoming', 'friendly', 'traditional', 'middle', 'eastern', 'cuisine', 'excellent', 'strongly', 'recommend']","[('staff', 'NN'), ('welcoming', 'VBG'), ('friendly', 'JJ'), ('traditional', 'JJ'), ('middle', 'JJ'), ('eastern', 'JJ'), ('cuisine', 'NN'), ('excellent', 'JJ'), ('strongly', 'RB'), ('recommend', 'VBP')]","[('staff', 'n'), ('welcoming', 'v'), ('friendly', 'a'), ('traditional', 'a'), ('middle', 'a'), ('eastern', 'a'), ('cuisine', 'n'), ('excellent', 'a'), ('strongly', 'r'), ('recommend', 'v')]","['staff', 'welcome', 'friendly', 'traditional', 'middle', 'eastern', 'cuisine', 'excellent', 'strongly', 'recommend']"
33,"['result-rating', 'four', 'half']","Went for a weekday lunch. Had a pasta entree and pizza for the table. The service, wine by the glass and food was fantastic. Canâ€™t wait to come back","['Went', 'for', 'a', 'weekday', 'lunch.', 'Had', 'a', 'pasta', 'entree', 'and', 'pizza', 'for', 'the', 'table.', 'The', 'service,', 'wine', 'by', 'the', 'glass', 'and', 'food', 'was', 'fantastic.', 'Canâ€™t', 'wait', 'to', 'come', 'back']","Went for a weekday lunch. Had a pasta entree and pizza for the table. The service, wine by the glass and food was fantastic. Canâ€™t wait to come back","['Went', 'for', 'a', 'weekday', 'lunch', '.', 'Had', 'a', 'pasta', 'entree', 'and', 'pizza', 'for', 'the', 'table', '.', 'The', 'service', ',', 'wine', 'by', 'the', 'glass', 'and', 'food', 'was', 'fantastic', '.', 'Canâ€™t', 'wait', 'to', 'come', 'back']","['went', 'for', 'a', 'weekday', 'lunch', '.', 'had', 'a', 'pasta', 'entree', 'and', 'pizza', 'for', 'the', 'table', '.', 'the', 'service', ',', 'wine', 'by', 'the', 'glass', 'and', 'food', 'was', 'fantastic', '.', 'canâ€™t', 'wait', 'to', 'come', 'back']","['went', 'for', 'a', 'weekday', 'lunch', 'had', 'a', 'pasta', 'entree', 'and', 'pizza', 'for', 'the', 'table', 'the', 'service', 'wine', 'by', 'the', 'glass', 'and', 'food', 'was', 'fantastic', 'canâ€™t', 'wait', 'to', 'come', 'back']","['went', 'weekday', 'lunch', 'pasta', 'entree', 'pizza', 'table', 'service', 'wine', 'glass', 'food', 'fantastic', 'canâ€™t', 'wait', 'come', 'back']","[('went', 'VBD'), ('weekday', 'JJ'), ('lunch', 'NN'), ('pasta', 'NN'), ('entree', 'JJ'), ('pizza', 'NN'), ('table', 'JJ'), ('service', 'NN'), ('wine', 'NN'), ('glass', 'NN'), ('food', 'NN'), ('fantastic', 'JJ'), ('canâ€™t', 'NN'), ('wait', 'NN'), ('come', 'VBN'), ('back', 'RB')]","[('went', 'v'), ('weekday', 'a'), ('lunch', 'n'), ('pasta', 'n'), ('entree', 'a'), ('pizza', 'n'), ('table', 'a'), ('service', 'n'), ('wine', 'n'), ('glass', 'n'), ('food', 'n'), ('fantastic', 'a'), ('canâ€™t', 'n'), ('wait', 'n'), ('come', 'v'), ('back', 'r')]","['go', 'weekday', 'lunch', 'pasta', 'entree', 'pizza', 'table', 'service', 'wine', 'glass', 'food', 'fantastic', 'canâ€™t', 'wait', 'come', 'back']"
34,"['result-rating', 'four', 'half']","A bit expensive, but totally worth it. The food and drink (wine) were both excellent. Amazing service. The restaurant is elegant.","['A', 'bit', 'expensive,', 'but', 'totally', 'worth', 'it.', 'The', 'food', 'and', 'drink', '(wine)', 'were', 'both', 'excellent.', 'Amazing', 'service.', 'The', 'restaurant', 'is', 'elegant.']","A bit expensive, but totally worth it. The food and drink (wine) were both excellent. Amazing service. The restaurant is elegant.","['A', 'bit', 'expensive', ',', 'but', 'totally', 'worth', 'it', '.', 'The', 'food', 'and', 'drink', '(', 'wine', ')', 'were', 'both', 'excellent', '.', 'Amazing', 'service', '.', 'The', 'restaurant', 'is', 'elegant', '.']","['a', 'bit', 'expensive', ',', 'but', 'totally', 'worth', 'it', '.', 'the', 'food', 'and', 'drink', '(', 'wine', ')', 'were', 'both', 'excellent', '.', 'amazing', 'service', '.', 'the', 'restaurant', 'is', 'elegant', '.']","['a', 'bit', 'expensive', 'but', 'totally', 'worth', 'it', 'the', 'food', 'and', 'drink', 'wine', 'were', 'both', 'excellent', 'amazing', 'service', 'the', 'restaurant', 'is', 'elegant']","['bit', 'expensive', 'totally', 'worth', 'food', 'drink', 'wine', 'excellent', 'amazing', 'service', 'restaurant', 'elegant']","[('bit', 'RB'), ('expensive', 'JJ'), ('totally', 'RB'), ('worth', 'JJ'), ('food', 'NN'), ('drink', 'VB'), ('wine', 'JJ'), ('excellent', 'JJ'), ('amazing', 'JJ'), ('service', 'NN'), ('restaurant', 'NN'), ('elegant', 'NN')]","[('bit', 'r'), ('expensive', 'a'), ('totally', 'r'), ('worth', 'a'), ('food', 'n'), ('drink', 'v'), ('wine', 'a'), ('excellent', 'a'), ('amazing', 'a'), ('service', 'n'), ('restaurant', 'n'), ('elegant', 'n')]","['bit', 'expensive', 'totally', 'worth', 'food', 'drink', 'wine', 'excellent', 'amazing', 'service', 'restaurant', 'elegant']"
35,"['result-rating', 'four', 'half']","Amazing, as always!!Great family dinner, as always!!! Have been coming here after long time, it never disappoints!!! A little piece of Italy on theâ€¦","['Amazing,', 'as', 'always!!Great', 'family', 'dinner,', 'as', 'always!!!', 'Have', 'been', 'coming', 'here', 'after', 'long', 'time,', 'it', 'never', 'disappoints!!!', 'A', 'little', 'piece', 'of', 'Italy', 'on', 'theâ€¦']","Amazing, as always!!Great family dinner, as always!!! Have been coming here after long time, it never disappoints!!! A little piece of Italy on theâ€¦","['Amazing', ',', 'as', 'always', '!', '!', 'Great', 'family', 'dinner', ',', 'as', 'always', '!', '!', '!', 'Have', 'been', 'coming', 'here', 'after', 'long', 'time', ',', 'it', 'never', 'disappoints', '!', '!', '!', 'A', 'little', 'piece', 'of', 'Italy', 'on', 'theâ€¦']","['amazing', ',', 'as', 'always', '!', '!', 'great', 'family', 'dinner', ',', 'as', 'always', '!', '!', '!', 'have', 'been', 'coming', 'here', 'after', 'long', 'time', ',', 'it', 'never', 'disappoints', '!', '!', '!', 'a', 'little', 'piece', 'of', 'italy', 'on', 'theâ€¦']","['amazing', 'as', 'always', 'great', 'family', 'dinner', 'as', 'always', 'have', 'been', 'coming', 'here', 'after', 'long', 'time', 'it', 'never', 'disappoints', 'a', 'little', 'piece', 'of', 'italy', 'on', 'theâ€¦']","['amazing', 'always', 'great', 'family', 'dinner', 'always', 'coming', 'long', 'time', 'never', 'disappoints', 'little', 'piece', 'italy', 'theâ€¦']","[('amazing', 'VBG'), ('always', 'RB'), ('great', 'JJ'), ('family', 'NN'), ('dinner', 'NN'), ('always', 'RB'), ('coming', 'VBG'), ('long', 'JJ'), ('time', 'NN'), ('never', 'RB'), ('disappoints', 'VBZ'), ('little', 'JJ'), ('piece', 'JJ'), ('italy', 'NN'), ('theâ€¦', 'NN')]","[('amazing', 'v'), ('always', 'r'), ('great', 'a'), ('family', 'n'), ('dinner', 'n'), ('always', 'r'), ('coming', 'v'), ('long', 'a'), ('time', 'n'), ('never', 'r'), ('disappoints', 'v'), ('little', 'a'), ('piece', 'a'), ('italy', 'n'), ('theâ€¦', 'n')]","['amaze', 'always', 'great', 'family', 'dinner', 'always', 'come', 'long', 'time', 'never', 'disappoint', 'little', 'piece', 'italy', 'theâ€¦']"
36,"['result-rating', 'four', 'half']",Best restaurant i have ever been too!This is a must go to. i have eaten at the best restaurants in the world and this is the best. Make it a mustâ€¦,"['Best', 'restaurant', 'i', 'have', 'ever', 'been', 'too!This', 'is', 'a', 'must', 'go', 'to.', 'i', 'have', 'eaten', 'at', 'the', 'best', 'restaurants', 'in', 'the', 'world', 'and', 'this', 'is', 'the', 'best.', 'Make', 'it', 'a', 'mustâ€¦']",Best restaurant i have ever been too!This is a must go to. i have eaten at the best restaurants in the world and this is the best. Make it a mustâ€¦,"['Best', 'restaurant', 'i', 'have', 'ever', 'been', 'too', '!', 'This', 'is', 'a', 'must', 'go', 'to', '.', 'i', 'have', 'eaten', 'at', 'the', 'best', 'restaurants', 'in', 'the', 'world', 'and', 'this', 'is', 'the', 'best', '.', 'Make', 'it', 'a', 'mustâ€¦']","['best', 'restaurant', 'i', 'have', 'ever', 'been', 'too', '!', 'this', 'is', 'a', 'must', 'go', 'to', '.', 'i', 'have', 'eaten', 'at', 'the', 'best', 'restaurants', 'in', 'the', 'world', 'and', 'this', 'is', 'the', 'best', '.', 'make', 'it', 'a', 'mustâ€¦']","['best', 'restaurant', 'i', 'have', 'ever', 'been', 'too', 'this', 'is', 'a', 'must', 'go', 'to', 'i', 'have', 'eaten', 'at', 'the', 'best', 'restaurants', 'in', 'the', 'world', 'and', 'this', 'is', 'the', 'best', 'make', 'it', 'a', 'mustâ€¦']","['best', 'restaurant', 'ever', 'must', 'go', 'eaten', 'best', 'restaurants', 'world', 'best', 'make', 'mustâ€¦']","[('best', 'RBS'), ('restaurant', 'NN'), ('ever', 'RB'), ('must', 'MD'), ('go', 'VB'), ('eaten', 'RB'), ('best', 'JJS'), ('restaurants', 'NNS'), ('world', 'NN'), ('best', 'JJS'), ('make', 'NN'), ('mustâ€¦', 'NN')]","[('best', 'r'), ('restaurant', 'n'), ('ever', 'r'), ('must', 'n'), ('go', 'v'), ('eaten', 'r'), ('best', 'a'), ('restaurants', 'n'), ('world', 'n'), ('best', 'a'), ('make', 'n'), ('mustâ€¦', 'n')]","['best', 'restaurant', 'ever', 'must', 'go', 'eaten', 'best', 'restaurant', 'world', 'best', 'make', 'mustâ€¦']"
